
Graph 1, order 15000.
13395 : 12049 14858 3384 5916;
13396 : 8151 13858 11846 12272;
13397 : 3661 12014 3377 13555;
13398 : 1471 288 11821 5687;
13399 : 11103 7608 8996 10307;
13400 : 10317 3597 7919 4020;
13401 : 6442 9381 12886 7625;
13402 : 6435 4197 1366 11202;
13403 : 14677 11661 13513 12905;
13404 : 5549 10483 5110 9499;
13405 : 1838 1136 9195 6651;
13406 : 6080 4972 154 901;
13407 : 10396 14614 4181 8247;
13408 : 2366 3201 6388 14991;
13409 : 10379 9860 5615 10776;
13410 : 3388 4366 12431 13346;
13411 : 8431 6250 13142 2676;
13412 : 11533 7942 5618 7413;
13413 : 2809 12047 6207 11960;
13414 : 14691 10554 8540 10047;
13415 : 5239 4082 14176 11695;
13416 : 8742 1464 10696 3633;
13417 : 740 6028 2035 7794;
13418 : 4305 5567 13637 7883;
13419 : 12365 13200 12700 10771;
13420 : 3233 5963 13240 6482;
13421 : 14992 9255 801 9819;
13422 : 13162 12505 3177 1347;
13423 : 7282 6935 12779 14774;
13424 : 8145 453 7956 966;
13425 : 4076 9498 14777 14895;
13426 : 1710 1301 4182 7167;
13427 : 7157 11890 12999 2239;
13428 : 13289 724 11564 2877;
13429 : 6988 10239 13590 2385;
13430 : 790 12003 10903 3197;
13431 : 13283 10925 658 11753;
13432 : 12420 4914 8440 7710;
13433 : 2316 7220 14096 14301;
13434 : 14022 14981 7106 10223;
13435 : 524 5959 3322 12560;
13436 : 11595 52 13224 2626;
13437 : 7702 7197 10721 7899;
13438 : 6890 5272 6870 13309;
13439 : 3186 5433 12678 10570;
13440 : 3294 7671 8458 3125;
13441 : 1967 14458 11248 7164;
13442 : 10164 1358 3340 14618;
13443 : 14222 6843 7133 11546;
13444 : 282 3292 6812 13613;
13445 : 12924 4126 6758 8845;
13446 : 11523 3471 8335 3245;
13447 : 7262 3536 12961 12738;
13448 : 2884 14991 2999 14171;
13449 : 7796 9937 6751 8978;
13450 : 2105 3710 9453 13490;
13451 : 13371 10263 2855 4334;
13452 : 4616 8626 7524 8993;
13453 : 4943 12969 449 8677;
13454 : 1621 11640 3686 12053;
13455 : 927 9915 9297 14642;
13456 : 5443 11982 3199 5671;
13457 : 5268 9416 6004 11218;
13458 : 2939 12126 12904 2791;
13459 : 13467 493 7963 5081;
13460 : 5484 13838 5532 13055;
13461 : 7551 9951 13050 13826;
13462 : 3933 7633 7860 13669;
13463 : 4205 14845 11232 11847;
13464 : 10710 12001 7606 4375;
13465 : 523 4237 8864 2382;
13466 : 3279 6154 13049 9927;
13467 : 13903 12767 11420 13459;
13468 : 10340 10359 195 8725;
13469 : 557 10236 14756 5011;
13470 : 14886 7542 8018 678;
13471 : 8406 4267 8810 4727;
13472 : 477 4999 10066 10070;
13473 : 8754 5407 330 13086;
13474 : 2741 8959 5448 10752;
13475 : 11067 8841 8536 9405;
13476 : 14667 572 12136 14292;
13477 : 10249 8178 8186 5410;
13478 : 7509 259 5114 7943;
13479 : 14786 2438 14860 13641;
13480 : 4210 9888 13562 8690;
13481 : 8687 7812 9862 2501;
13482 : 13567 10002 7546 14203;
13483 : 5619 9005 12128 5660;
13484 : 14355 1966 13027 5348;
13485 : 10530 842 2051 14208;
13486 : 5060 7767 5840 10054;
13487 : 3633 11588 1130 13389;
13488 : 6591 7721 4008 8435;
13489 : 9140 12734 9210 12819;
13490 : 1967 5492 13020 13450;
13491 : 11952 3943 12806 10711;
13492 : 783 13549 13266 2460;
13493 : 7828 2609 12439 13597;
13494 : 10444 10653 3425 10338;
13495 : 6263 12160 4117 9739;
13496 : 726 8187 2190 7531;
13497 : 10900 11048 10934 11923;
13498 : 6881 1330 3308 6693;
13499 : 7869 7583 3546 9635;
13500 : 6144 9389 13784 12645;
13501 : 13956 12833 11115 11118;
13502 : 13592 7711 1755 11071;
13503 : 14496 14514 13591 4326;
13504 : 1081 1996 9937 7039;
13505 : 3691 4963 12112 11751;
13506 : 6314 8754 1452 14850;
13507 : 9988 10848 9638 2505;
13508 : 1738 14115 13225 2202;
13509 : 7292 8692 12520 3375;
13510 : 866 13692 5192 385;
13511 : 8376 9634 700 1840;
13512 : 885 966 763 14417;
13513 : 4407 3207 13403 11744;
13514 : 11406 11623 7742 8985;
13515 : 9601 7714 10233 5317;
13516 : 136 10379 9102 4656;
13517 : 12022 7053 9192 9894;
13518 : 14154 275 14520 8474;
13519 : 8171 10172 3194 3707;
13520 : 1501 10429 9578 12069;
13521 : 14376 4052 14640 12932;
13522 : 3264 14555 12433 8057;
13523 : 1637 14069 8561 8001;
13524 : 6018 6295 5419 12741;
13525 : 303 1530 6008 8052;
13526 : 3660 8812 1282 5414;
13527 : 9834 9552 2064 1667;
13528 : 1349 11307 9252 10051;
13529 : 13746 7656 3372 11005;
13530 : 13256 2893 14995 11172;
13531 : 12053 1367 3270 3159;
13532 : 10859 1347 8365 5899;
13533 : 10997 7957 8983 169;
13534 : 78 3606 689 13767;
13535 : 589 14697 7332 3570;
13536 : 2801 8777 12274 2982;
13537 : 11451 14498 5598 7673;
13538 : 11893 12407 9404 9782;
13539 : 7001 7477 7035 7629;
13540 : 875 7056 1036 6491;
13541 : 13712 11726 373 4198;
13542 : 11958 11905 3120 13815;
13543 : 5821 845 9568 12643;
13544 : 12266 14902 10342 9725;
13545 : 12635 5525 2177 11865;
13546 : 11392 13034 5089 7650;
13547 : 9312 11502 9944 5307;
13548 : 10392 13341 7907 4063;
13549 : 5685 5723 11123 13492;
13550 : 11323 3734 1640 8270;
13551 : 12513 10700 8804 1451;
13552 : 12546 1316 14729 444;
13553 : 1553 5196 9156 14859;
13554 : 3674 13874 150 10570;
13555 : 11534 14814 13397 2459;
13556 : 4547 11011 7525 796;
13557 : 14730 11377 10314 11514;
13558 : 284 239 7287 13622;
13559 : 13351 3692 1649 2050;
13560 : 10501 1334 6602 11194;
13561 : 9051 11765 8007 9372;
13562 : 4128 13480 4627 7707;
13563 : 2546 1888 8395 8886;
13564 : 11483 12510 3666 7674;
13565 : 13682 11775 9766 2563;
13566 : 10247 3552 7559 9299;
13567 : 11552 13482 12249 10491;
13568 : 3883 9394 11969 7297;
13569 : 10469 8566 1052 2521;
13570 : 12211 7822 983 6324;
13571 : 12178 7646 13856 12981;
13572 : 1809 14817 75 13160;
13573 : 12518 11171 11086 12673;
13574 : 6354 2892 1801 3613;
13575 : 11239 12918 11784 10192;
13576 : 7776 14190 8325 14320;
13577 : 13091 8335 2097 3179;
13578 : 1518 2637 7196 8339;
13579 : 8940 10035 4033 1189;
13580 : 8435 10418 3612 6880;
13581 : 14234 14642 5055 11760;
13582 : 9517 2961 9214 9158;
13583 : 2974 13727 13301 422;
13584 : 2085 11212 762 12310;
13585 : 12 7006 5615 13091;
13586 : 9521 5897 11940 5520;
13587 : 8260 2006 2679 12908;
13588 : 511 7659 2264 11383;
13589 : 12703 11476 84 2374;
13590 : 13956 173 13371 13429;
13591 : 12940 9987 6472 13503;
13592 : 13502 10778 11258 8768;
13593 : 8707 2866 5733 8556;
13594 : 14811 5661 10044 509;
13595 : 4984 12422 1504 14872;
13596 : 6564 3816 2794 10049;
13597 : 13493 5374 571 7267;
13598 : 3669 33 1369 8922;
13599 : 6805 10298 9700 2463;
13600 : 11255 6710 5617 10688;
13601 : 1972 10587 9191 8834;
13602 : 10445 14239 10198 13302;
13603 : 12357 5999 2549 12478;
13604 : 13997 8076 12145 13153;
13605 : 11471 6268 3371 10337;
13606 : 116 3004 13017 14134;
13607 : 1500 14135 8727 9750;
13608 : 3611 9470 6182 13158;
13609 : 9449 14042 12736 8219;
13610 : 5180 11526 932 302;
13611 : 8547 4887 8755 9938;
13612 : 1558 2046 291 8181;
13613 : 13444 11961 13680 8104;
13614 : 6656 4102 11242 10095;
13615 : 12276 12198 2612 4472;
13616 : 859 9688 4750 3111;
13617 : 1309 4107 3814 11389;
13618 : 5854 4793 2187 2735;
13619 : 9778 5081 7964 9967;
13620 : 158 266 12947 148;
13621 : 7132 2778 9338 14494;
13622 : 13558 7049 8570 8502;
13623 : 13023 12667 3739 13107;
13624 : 2934 1507 10228 4447;
13625 : 6474 4789 7699 8342;
13626 : 14169 11031 14720 6847;
13627 : 7127 8579 12367 14187;
13628 : 8388 5530 13391 5537;
13629 : 9371 7774 6799 8049;
13630 : 7278 13264 12706 11931;
13631 : 10006 6162 4047 8889;
13632 : 5792 9072 9916 62;
13633 : 7362 6525 12938 5418;
13634 : 9994 13894 11154 2911;
13635 : 11738 11536 7090 2668;
13636 : 8802 7284 10834 2309;
13637 : 13418 43 18 12297;
13638 : 128 8590 14018 9501;
13639 : 13922 7629 11791 1574;
13640 : 11330 12340 2043 10048;
13641 : 13479 11486 9480 7739;
13642 : 9006 14876 3954 12900;
13643 : 5342 10037 7895 8081;
13644 : 9339 10863 6269 151;
13645 : 14575 11795 10031 1898;
13646 : 13287 4535 6811 10613;
13647 : 3315 4342 3040 14408;
13648 : 5945 4930 9572 6667;
13649 : 14466 12699 3959 8943;
13650 : 7891 11193 12159 14783;
13651 : 1665 13934 6078 7783;
13652 : 1239 4713 13166 11492;
13653 : 710 12267 9421 4089;
13654 : 8931 8201 1832 1618;
13655 : 14472 6365 8940 9892;
13656 : 819 684 14485 7210;
13657 : 8901 11282 11213 10535;
13658 : 3122 14191 995 958;
13659 : 10754 3478 2760 11619;
13660 : 13206 7621 9029 9988;
13661 : 9690 6958 2141 8024;
13662 : 1436 1681 12180 117;
13663 : 8194 14729 9356 12499;
13664 : 14890 14920 6380 5634;
13665 : 13733 8504 12476 4603;
13666 : 5611 13873 11492 4147;
13667 : 6436 663 10031 10765;
13668 : 8700 3809 2093 7144;
13669 : 13462 11604 10637 464;
13670 : 9880 11119 9902 4542;
13671 : 1138 9905 9988 10311;
13672 : 14957 9885 1204 4919;
13673 : 1087 2095 8828 14777;
13674 : 13679 10658 3240 14670;
13675 : 10907 9769 4661 13266;
13676 : 2115 5453 1170 12474;
13677 : 5262 14785 775 13251;
13678 : 11555 9543 6008 12563;
13679 : 13674 3251 10494 9325;
13680 : 8802 12250 43 13613;
13681 : 302 8680 2603 5711;
13682 : 51 13565 13233 11832;
13683 : 2770 12825 5345 2068;
13684 : 11264 12190 207 10335;
13685 : 7911 8930 8050 7764;
13686 : 11584 6471 1215 293;
13687 : 12906 11433 1911 3527;
13688 : 13305 11667 14507 12112;
13689 : 8334 14322 14370 11219;
13690 : 12328 12284 3021 9639;
13691 : 3471 14775 10673 4233;
13692 : 14749 13510 8492 11792;
13693 : 8946 3922 4163 6456;
13694 : 7556 8459 14275 5174;
13695 : 7475 11319 14272 6508;
13696 : 10284 7767 6669 11402;
13697 : 13974 3799 6343 9570;
13698 : 12106 5352 4373 11192;
13699 : 3028 358 12268 9755;
13700 : 7979 8579 4232 12723;
13701 : 7793 12693 6876 14245;
13702 : 12052 1758 5685 6642;
13703 : 11885 3081 10174 6449;
13704 : 4438 12340 1176 6924;
13705 : 9019 6917 2225 14537;
13706 : 6886 4790 2570 9017;
13707 : 8794 13127 10884 6632;
13708 : 14328 4368 5747 8379;
13709 : 14380 10417 11531 1239;
13710 : 8441 3295 10572 8079;
13711 : 556 12332 2913 5064;
13712 : 11629 2053 13541 3940;
13713 : 8079 4717 4815 10194;
13714 : 396 4652 11929 10844;
13715 : 7893 14445 6840 12434;
13716 : 14405 8806 6827 7777;
13717 : 11442 14506 8130 11200;
13718 : 1854 9709 10413 10363;
13719 : 13161 4433 12709 11131;
13720 : 6594 8989 11405 7036;
13721 : 11918 9630 5607 14052;
13722 : 6411 11503 4396 6606;
13723 : 8793 8383 11204 14623;
13724 : 14767 3155 5833 1030;
13725 : 8467 9433 13133 9645;
13726 : 12623 4873 7943 354;
13727 : 13583 187 10631 12262;
13728 : 7835 786 11019 4698;
13729 : 1141 5147 6790 8303;
13730 : 4140 4837 6792 1703;
13731 : 12510 11053 12603 6785;
13732 : 11677 481 12541 5328;
13733 : 13840 13040 11157 13665;
13734 : 6108 14402 10555 2206;
13735 : 4586 14083 7601 13089;
13736 : 1526 11038 13187 7102;
13737 : 8263 11008 14787 4293;
13738 : 7023 6990 10621 12161;
13739 : 10517 2325 4004 10540;
13740 : 8054 2543 12603 14542;
13741 : 1206 6773 11821 13243;
13742 : 9497 11838 11681 7430;
13743 : 5120 10910 4534 3701;
13744 : 13225 10404 10641 6216;
13745 : 12589 11190 3987 3235;
13746 : 10056 13529 12409 3952;
13747 : 11300 2541 8975 2095;
13748 : 8708 14394 7886 8274;
13749 : 7965 8105 1520 10162;
13750 : 118 13766 1639 189;
13751 : 5749 14712 2083 10664;
13752 : 13184 3900 6694 14619;
13753 : 483 11595 1301 10085;
13754 : 7536 4094 8897 9493;
13755 : 10348 9178 7619 360;
13756 : 8466 3746 14808 6116;
13757 : 5855 11213 100 14033;
13758 : 3248 14867 4173 8900;
13759 : 2742 2841 5981 12023;
13760 : 7591 4282 7014 4344;
13761 : 9001 10830 10640 4547;
13762 : 13773 11499 8847 11017;
13763 : 1977 10774 9747 9884;
13764 : 6400 8407 1919 10003;
13765 : 9187 11428 7944 9804;
13766 : 13750 10687 14059 5832;
13767 : 8344 13534 9094 5931;
13768 : 14070 14132 3457 14301;
13769 : 3450 6727 1736 10074;
13770 : 12379 6150 11109 7312;
13771 : 11193 1795 11062 4803;
13772 : 8192 14160 8179 14553;
13773 : 2317 13011 2695 13762;
13774 : 741 4692 9672 4985;
13775 : 1692 13179 12882 968;
13776 : 2648 11067 1981 4441;
13777 : 721 14002 699 1068;
13778 : 4464 14145 5668 3921;
13779 : 9002 7840 14202 3589;
13780 : 10811 8607 9171 9990;
13781 : 9321 2333 14798 13070;
13782 : 9579 11216 2569 2241;
13783 : 14696 4806 7783 764;
13784 : 9893 14925 13500 7808;
13785 : 4457 4701 3983 14260;
13786 : 8770 14582 11936 12959;
13787 : 9674 14949 8398 12064;
13788 : 2465 10503 13053 5136;
13789 : 5683 6572 479 7673;
13790 : 5122 7472 6038 821;
13791 : 1925 14772 8445 6427;
13792 : 569 390 1489 8221;
13793 : 4631 1721 12215 7263;
13794 : 4213 12459 14386 11055;
13795 : 12681 9903 417 2865;
13796 : 12260 7158 3977 11137;
13797 : 8093 4810 6523 9323;
13798 : 13359 13196 14904 1537;
13799 : 1035 10735 4046 7994;
13800 : 1615 14945 2329 11155;
13801 : 733 12243 6602 1893;
13802 : 4136 12427 4170 14653;
13803 : 1948 9891 484 2533;
13804 : 1650 4361 9821 7610;
13805 : 12294 14634 9072 9252;
13806 : 1842 5148 7012 3394;
13807 : 8680 1938 11112 5993;
13808 : 2194 14224 2330 10749;
13809 : 12988 13156 7006 5038;
13810 : 6451 2131 2024 10795;
13811 : 13845 3259 4621 9345;
13812 : 1742 7127 10824 13214;
13813 : 7557 6976 6337 10416;
13814 : 14264 12263 11521 5314;
13815 : 6721 13542 2931 3476;
13816 : 10878 2654 4719 4210;
13817 : 6539 14114 3482 1346;
13818 : 12700 1895 4421 9416;
13819 : 2442 7746 10273 12617;
13820 : 14655 2765 3027 6915;
13821 : 6666 13983 3940 13218;
13822 : 487 5617 9822 10050;
13823 : 12529 5974 1218 593;
13824 : 5987 5134 7916 2936;
13825 : 451 14459 4454 11772;
13826 : 13461 14462 2791 7427;
13827 : 4879 2422 8773 14338;
13828 : 167 12606 5684 12629;
13829 : 5011 6560 10014 5183;
13830 : 1559 9744 312 7641;
13831 : 12727 11678 2808 4544;
13832 : 9662 960 8454 5378;
13833 : 3123 2101 9875 7616;
13834 : 11555 6698 9401 6715;
13835 : 2365 10950 10967 14463;
13836 : 9134 11018 9047 10061;
13837 : 5755 1690 8311 8378;
13838 : 13460 2632 10430 8645;
13839 : 565 7302 12124 9754;
13840 : 13733 10679 8226 3;
13841 : 6245 10804 2057 4917;
13842 : 7411 4358 10241 7376;
13843 : 5388 11672 1266 11537;
13844 : 5230 7221 6186 9940;
13845 : 2587 13811 2400 6609;
13846 : 11870 10988 4026 9971;
13847 : 12272 8596 9653 11652;
13848 : 6456 13181 4443 12946;
13849 : 5125 10458 12339 4182;
13850 : 12568 13382 11133 4916;
13851 : 12814 11188 10971 7807;
13852 : 5180 2787 7515 9733;
13853 : 11450 6838 10727 2567;
13854 : 5846 7540 12600 2894;
13855 : 3780 6720 6159 4944;
13856 : 7912 13571 4676 12224;
13857 : 7583 1412 11012 9188;
13858 : 8234 13396 8283 13163;
13859 : 9369 10079 4461 7122;
13860 : 423 6051 3785 11962;
13861 : 10071 11388 35 3150;
13862 : 5572 12665 11677 1478;
13863 : 4631 7871 3374 7091;
13864 : 13887 12489 14728 9287;
13865 : 4051 6903 4799 11935;
13866 : 6593 12142 7802 3277;
13867 : 3755 5982 14684 10936;
13868 : 3284 24 10990 6976;
13869 : 9984 8130 895 8022;
13870 : 10316 4031 9340 6257;
13871 : 3301 8617 12093 11140;
13872 : 11639 11498 9728 7606;
13873 : 13666 5328 8647 6595;
13874 : 13554 12923 11646 14011;
13875 : 9512 11280 8149 10197;
13876 : 4990 14333 260 3601;
13877 : 5832 3213 3190 14047;
13878 : 7897 2577 4116 7546;
13879 : 2563 3105 665 4356;
13880 : 2718 12289 3821 10944;
13881 : 12391 14894 8463 4477;
13882 : 10755 5842 5471 9857;
13883 : 3730 13103 1457 6365;
13884 : 7691 13121 6952 12701;
13885 : 14599 574 14344 10727;
13886 : 12712 7006 7310 7401;
13887 : 7716 13268 13864 12999;
13888 : 6564 12598 11716 2199;
13889 : 6319 8744 1644 12884;
13890 : 872 7020 1586 11845;
13891 : 9189 10671 14886 11813;
13892 : 12156 1408 3981 7815;
13893 : 11806 6739 10846 6136;
13894 : 845 13634 8303 9833;
13895 : 72 12014 14106 8276;
13896 : 7584 11893 10739 5825;
13897 : 12510 622 14632 6928;
13898 : 8444 4694 13010 7590;
13899 : 10462 8807 6255 13209;
13900 : 370 1075 863 147;
13901 : 4782 9549 9595 12435;
13902 : 10634 12611 3455 12320;
13903 : 5433 1644 11753 13467;
13904 : 14463 13135 6346 7514;
13905 : 2806 11502 13258 14025;
13906 : 5848 4612 14292 10771;
13907 : 3724 3787 13129 11865;
13908 : 14744 10995 5109 14971;
13909 : 1451 10258 1812 6673;
13910 : 10311 839 14782 859;
13911 : 7063 14072 3891 14063;
13912 : 4933 7831 7643 2275;
13913 : 8236 13181 2624 4084;
13914 : 7947 14801 11419 5274;
13915 : 8586 14192 7584 6145;
13916 : 7960 14085 9658 12379;
13917 : 13941 8726 8482 10930;
13918 : 11332 9539 4187 4797;
13919 : 5151 2074 9392 5001;
13920 : 4709 13957 672 11863;
13921 : 4160 11117 14850 2429;
13922 : 9306 6665 13639 6195;
13923 : 3595 3913 14625 8324;
13924 : 2979 14818 5706 2336;
13925 : 11068 8710 14520 8224;
13926 : 13929 7233 8591 14310;
13927 : 8791 2267 9824 13103;
13928 : 8280 3367 1904 9992;
13929 : 2040 13986 13926 4464;
13930 : 9054 11973 6717 14183;
13931 : 6943 14646 3228 7853;
13932 : 9929 8635 6503 4320;
13933 : 12031 7382 3661 12012;
13934 : 14603 13651 12685 10704;
13935 : 3135 6410 12657 12858;
13936 : 7946 6854 4574 2120;
13937 : 14488 8649 11692 3966;
13938 : 697 9117 1885 8582;
13939 : 2774 9682 3685 1476;
13940 : 3719 12754 11120 8206;
13941 : 13917 13280 9189 14498;
13942 : 8582 590 1568 5058;
13943 : 8507 12928 8135 9545;
13944 : 2253 6140 13026 7342;
13945 : 9695 12529 11061 2185;
13946 : 8184 5728 2449 2639;
13947 : 1554 14894 8594 8531;
13948 : 2374 3999 2837 2010;
13949 : 8221 4580 6469 1244;
13950 : 5966 2924 10156 11547;
13951 : 12481 162 1084 10238;
13952 : 2048 14448 5398 3984;
13953 : 6601 4746 2229 5620;
13954 : 10840 7980 12545 10375;
13955 : 2737 11778 7586 10426;
13956 : 9586 1286 13590 13501;
13957 : 6211 6100 13920 3863;
13958 : 2245 13217 11130 13358;
13959 : 12879 12299 4075 8524;
13960 : 12876 13207 10087 1612;
13961 : 3996 11887 6312 3338;
13962 : 14125 6237 14328 2219;
13963 : 10663 9961 2474 12187;
13964 : 8760 7766 9063 14404;
13965 : 14541 1193 6841 5168;
13966 : 6184 4566 9032 5882;
13967 : 8131 14390 12179 13065;
13968 : 6024 2336 12885 7388;
13969 : 11783 937 12879 9331;
13970 : 3527 7328 7351 197;
13971 : 8896 13064 5879 11968;
13972 : 7785 9358 9770 7939;
13973 : 1341 14624 12043 1232;
13974 : 6504 8025 9370 13697;
13975 : 6090 5933 2251 5829;
13976 : 12010 1240 5808 3367;
13977 : 12198 11309 10456 12338;
13978 : 7415 11012 9596 10999;
13979 : 7320 6785 135 4840;
13980 : 4384 4539 7244 14503;
13981 : 387 11581 13313 9121;
13982 : 8104 13338 14849 10276;
13983 : 9018 9373 3500 13821;
13984 : 3370 12173 12775 3898;
13985 : 14395 38 7512 5271;
13986 : 14988 9697 13929 8276;
13987 : 3329 6019 3046 9881;
13988 : 10384 14866 3753 12033;
13989 : 8876 8410 6561 3860;
13990 : 6942 8878 535 14999;
13991 : 532 7924 8658 14130;
13992 : 9303 11300 4628 14103;
13993 : 2700 13313 7508 12610;
13994 : 9607 8305 2049 4584;
13995 : 9991 13318 11674 5063;
13996 : 6436 1925 2599 2239;
13997 : 13604 1648 11157 2017;
13998 : 10937 7215 12347 11416;
13999 : 12458 14049 7098 820;
14000 : 13144 9386 8075 1161;
14001 : 1205 9039 13216 13035;
14002 : 4329 898 13777 14872;
14003 : 13107 2932 8464 4832;
14004 : 12804 3948 7487 13226;
14005 : 7359 11586 8464 8495;
14006 : 4616 10159 7922 11743;
14007 : 4347 12731 645 964;
14008 : 3718 3378 14640 11992;
14009 : 6400 14903 7186 9842;
14010 : 5469 3432 2577 6581;
14011 : 694 14820 13874 4256;
14012 : 6949 12139 7611 8447;
14013 : 9480 5241 11594 12640;
14014 : 9276 11512 11703 12827;
14015 : 5144 812 2497 9271;
14016 : 8505 10551 8583 11440;
14017 : 10110 7985 3280 1096;
14018 : 11748 13638 12654 11153;
14019 : 8630 3644 7738 1008;
14020 : 13053 9199 1000 2135;
14021 : 76 1043 14576 10210;
14022 : 10465 14704 12338 13434;
14023 : 9019 2428 7919 8565;
14024 : 7020 11810 11098 10189;
14025 : 9085 11318 13905 9081;
14026 : 8311 14099 7792 12025;
14027 : 4100 3452 1384 6726;
14028 : 9299 1784 12729 6362;
14029 : 7158 14340 14030 12132;
14030 : 8039 14029 8678 11388;
14031 : 8857 4983 7884 2068;
14032 : 11624 943 7425 10364;
14033 : 8340 8461 10645 13757;
14034 : 5348 9924 7514 10904;
14035 : 2801 12410 2429 11208;
14036 : 14744 4150 7690 9891;
14037 : 10158 7936 2954 11670;
14038 : 12683 9101 8865 761;
14039 : 3252 9549 10563 12451;
14040 : 6149 8532 14348 7571;
14041 : 9475 10514 6611 9621;
14042 : 9630 159 4483 13609;
14043 : 7690 11741 6582 13140;
14044 : 14138 11678 5894 11524;
14045 : 6941 14437 10131 7923;
14046 : 13307 8574 5094 8345;
14047 : 13877 6823 13045 5942;
14048 : 13171 14769 8527 833;
14049 : 10336 10886 5425 13999;
14050 : 9630 4522 1042 7990;
14051 : 11545 7799 10569 8181;
14052 : 6243 1071 13721 1075;
14053 : 13013 1189 2824 5682;
14054 : 1857 4478 14550 8559;
14055 : 3885 2142 5894 2385;
14056 : 12087 14178 9254 7886;
14057 : 3441 3841 11888 8487;
14058 : 5263 7066 11323 3408;
14059 : 13766 3432 11297 3140;
14060 : 10908 4424 8876 6185;
14061 : 561 4082 6578 1216;
14062 : 6333 454 10183 12062;
14063 : 13911 12820 13008 6863;
14064 : 9146 14092 5848 8538;
14065 : 12364 8691 11619 12858;
14066 : 4935 10062 1382 4293;
14067 : 9854 7074 13379 13392;
14068 : 4627 9306 1805 11454;
14069 : 1201 13523 6040 7326;
14070 : 13768 10699 12061 4882;
14071 : 3453 9283 8263 6769;
14072 : 1456 10271 13911 7508;
14073 : 2375 669 5750 9386;
14074 : 8238 3982 12253 6224;
14075 : 3296 6169 9484 9665;
14076 : 12607 6700 10739 864;
14077 : 11061 14521 14620 253;
14078 : 10384 11097 14622 4616;
14079 : 1343 4086 8846 4635;
14080 : 6594 10627 1695 838;
14081 : 2706 14599 481 549;
14082 : 1245 12072 13347 1398;
14083 : 12608 8383 13148 13735;
14084 : 9707 10882 5767 7596;
14085 : 14264 6979 10324 13916;
14086 : 11991 14414 14619 1311;
14087 : 2279 11618 8988 6701;
14088 : 372 4000 9137 14745;
14089 : 14360 8691 10213 7644;
14090 : 14961 504 2942 5164;
14091 : 83 1162 7471 12641;
14092 : 3200 14064 204 4876;
14093 : 963 8912 14819 8123;
14094 : 9515 4979 8906 12183;
14095 : 10396 11247 14723 570;
14096 : 11157 13433 14415 10319;
14097 : 10126 1461 8909 2877;
14098 : 10021 684 12788 5361;
14099 : 9503 14026 12891 7461;
14100 : 6261 6165 8217 9729;
14101 : 13182 1658 13323 9881;
14102 : 13226 12773 8901 536;
14103 : 14172 12415 12235 13992;
14104 : 2960 617 7733 9494;
14105 : 6237 1309 7218 5203;
14106 : 3111 8183 13895 13157;
14107 : 8443 13312 1040 8706;
14108 : 5591 12872 14573 11276;
14109 : 9775 7552 5833 5453;
14110 : 3211 8581 13122 8604;
14111 : 1739 8330 4457 3759;
14112 : 11319 10851 13299 8409;
14113 : 2836 4309 2250 11378;
14114 : 13817 5117 14753 7366;
14115 : 13249 13508 831 2428;
14116 : 8124 8517 2466 10981;
14117 : 13063 8872 13213 132;
14118 : 11960 5750 10043 44;
14119 : 11582 6292 5008 7686;
14120 : 951 14248 8896 12683;
14121 : 1794 6864 8588 13321;
14122 : 2921 8051 4814 11892;
14123 : 296 8539 8421 14705;
14124 : 12560 7953 1726 12399;
14125 : 13962 6204 7863 6502;
14126 : 10533 563 11987 3538;
14127 : 10823 2552 11828 11914;
14128 : 3481 10861 5902 8577;
14129 : 12808 3321 8883 10566;
14130 : 7624 3201 12355 13991;
14131 : 9257 14603 1302 11302;
14132 : 7547 7131 7165 13768;
14133 : 12691 9744 7924 8177;
14134 : 9026 13606 9119 8197;
14135 : 10889 440 13352 13607;
14136 : 4334 11368 7972 11271;
14137 : 7502 8827 12604 3716;
14138 : 742 5871 6359 14044;
14139 : 7407 3657 7772 7860;
14140 : 9725 3029 14511 3331;
14141 : 1201 9702 2598 4110;
14142 : 7283 11898 13090 10310;
14143 : 4321 4442 6021 6491;
14144 : 127 533 9597 4272;
14145 : 14365 13778 9495 14924;
14146 : 13058 8061 9307 7166;
14147 : 14996 12972 2418 5713;
14148 : 4761 6202 8065 5607;
14149 : 13285 1487 12913 3642;
14150 : 260 2464 10514 11717;
14151 : 4893 7974 7320 578;
14152 : 667 9368 2458 11214;
14153 : 5355 9983 4143 7679;
14154 : 6583 13518 7806 4629;
14155 : 7778 9818 8420 7225;
14156 : 761 4553 164 7389;
14157 : 5850 12755 5449 1098;
14158 : 14364 9650 2993 4261;
14159 : 8611 11737 5181 14580;
14160 : 3466 13772 4704 4961;
14161 : 9123 5837 7007 8218;
14162 : 2421 5662 10128 9398;
14163 : 9434 4825 5919 4455;
14164 : 3653 14210 3096 2466;
14165 : 6874 8306 6072 8682;
14166 : 11324 2621 352 11735;
14167 : 11587 11426 129 11670;
14168 : 10653 802 2080 3630;
14169 : 375 13626 3039 14492;
14170 : 8949 8462 11924 8860;
14171 : 5248 13448 8072 3646;
14172 : 14103 2798 13304 10053;
14173 : 13361 10353 2017 2337;
14174 : 10780 7732 11996 14421;
14175 : 7561 9253 171 2630;
14176 : 999 13415 2234 12982;
14177 : 5336 8308 5118 9337;
14178 : 14420 12900 14056 7378;
14179 : 3936 9230 10555 11308;
14180 : 2744 8767 1460 793;
14181 : 12531 14505 7597 10308;
